بسم الله الرحمن الرحیم	لـلٔريلقيلم
وتدلك بها الصلاية دلكًا شديدًا، وبعد الدلك تضمد بخرقة كتانٍ مبلولةٍ من	وتدلك بها الصلاية دلكا شديدا، وبعد الدلك تضمد بخرقة كتان مبلواتً من
تلك العصارة، يعمل هذا العلاج بكرة وعشية حتى يلين.	تلك العصارة، يسمل هذا العلاج بكرة وعشية حتى يلين.
ثم قال المؤلف: إنه ينفع من أوجاع الكلى ومن القولنج الريحي بأن يطلى	ثم قال المولف: إنه ينفع من أوجاع الكلى ومن القولنج الريجي بالن يعلى
الوجع بأوراق الطباقو المسخنة كما مر ذكره وتضاف أيضًا في الحقن المعمولة	الوجع بأوراق الطباقو المسخنة كما مر ذكره وتضاف أيضا في الحقن المعمولة
لتلك العلل.	لتلك العل
ثم قال المؤلف: إنه ينفع من أمراض الرحم - أعني اختناق الرحم ونفخته	شم قال المولف إنه ينفع من المراض الرحم  أعني اخحتناق الرحم ونفخته
يجب أن يمسح من تحت السرة حتى العانة بدهن البلسان إن وجد وإلا فالميعة	يجب أن يمسح من تحت السرة حتى العانة بدهن البلسان إن وجد والا فاليعة
السائلة، ويطلى هذا المسح بأوراق الطباقو المسخنة على الرسم المعهود.	السالة، ويطلى هذا المسح باوراق الطباقو المسخنة على الرسم المحهود
الثلث، ويصفى على رطلٍ ونصف من السكر الا بيض، ويقوم شرابا، ويستعمل	الشلث، ويصهي على رطل وعصف س السنر اه بيص، ويقوم شرابا، ويستمل
العليل منه بكرةً نحو عشرة دراهم، وتطلى السرة بعصارة الطباقو، فإن هذا	العليل منه بكرة نحو عشرة دراهم، وتطلى السرة بعصارة الطباقو فان هذا
(1) كذا الأصل.	(1) كذا الأصل.
53/م	52 م
عمل الشراب أن يؤخذ من الطباقو الطري نحو ثلاثين درهمًا، ومن البقلة	عمل الشراب أن يوخحذ من الطباقو الطري نحو ثلاثين درهماء ومن البقلة
الحمقاء مثله؛ ويطبخان بماء الهندباء كما ذكر ويصفى على رطلٍ ونصف من	الحمقاه مثله؟ ويطبخان باء اهندباء كا ذكر ويصغى عل رطل ونصف من
السكر الأبيض، ويستعمل كما ذكر من غير وهم. إذ البقلة الحمقاء تعادل	السكر الأبيض، ويستعمل كما ذكر من غير وهم إذ البقلة الحمقاه تعادل
حرارة الطباقو وتزيد في نفعه للديدان.	حرارة الطباقو وتزيد في نفعه لديدان.
ثم قال المؤلف: إن هذا النبات ينفع من أوجاع المفاصل التي مادتها بلغمٌ	ثم قال المولف : إن هذا النبات ينفع من أوجاع المفاصل التي مادتها بلغ
صرف، يؤخذ من عصارة الطباقو، وتسخن إسخانًا جيدًا، ويطلى بها على	صرف، يوخذ من عصارة الطباقو. وتسخن إسخانا جيدا، ويطلى جا على
النقرس، ويجعل عليه ورقةٌ من الطباقو مسخنة في الرماد كما ذكر، فإن هذا	النقرس، ويجعل عليه ورقةً من الطباقو مسخنة في الرماد كما ذكر، فإن هذا
العلاج يقتل الدود وحب القرع، ويجب بعد هذا العلاج أن يحقن العليل بحقنة	العلاج يقتل الدود وحب القرع، وجب بعد هذا العلاج أن يجقن العليل بحقنة
لينة ليخرج الدود الميت عن الأمعاء.	لينة ليخرج الدوذالميت عن الأمعاء.
أقول: إذا كان العليل من الديدان صبيًا فلا يجوز أن يستعمل من شراب	أقول : إذا كان الحليل من الديدان صبيا فلا يجوز أن يستعمل من شراب
الطباقو أصلًا، إذ هذا النبات لا يوافق محرور المزاج، والصبي محرورٌ بلا شكٍ،	اطبانو اصلا إد هذا انبات لا يوانفه حره الراي لححي ثا باشيل
والمظنون أن المراد بقول المؤلف: (ويطلى على السرة بعصارة الطباقو) هو خاصة،	والمظنون أن الراد بقول المولف: لويطلى على الشرة بعصارة الطباقو) هو خحاصة،
إذا كان العليل صبيًا، وأما إذا كان من الشباب جاز أن يتناول من شراب	اذا كان الليل صبيا، وأقا اذا كان من الشباب جازر أن يتناول من شراب
الطباقو شيئاً قليلاً	الطباقو شيثا قليلاً
وأقول أيضًا: مقصور ذهني الفاتر وعقلي القاصر، إن الطريق الأفضل في	واقول أضا: مقصور ذهني الفاتر وعقلي القاصر إن الطريق الأفضل في
السهام المسمومة، فاتفق أطباء بلدنا، فما وجدوا علاجًا لتسكين هذا الوجع إلا	السهام المسمومة، فاتفق أطباء بلدناء فما وجدوا عاجا لتسكين هذا الوجع الأ
السلمان، فإن بعضهم عولجوا بالسلمان، وكان السلمان من الأشياء المرغوبة في	السلان فان بعضهم عوجوا بالسليان ، وكان السليان من الأشياء المرغوبة في
55/ م-	5 5م
طبعه إن احتاج إلى التليين، فإنه يبرأ برأً تامًا بإذن الله تعالى.	طبعه إن احتاج الى التلين، فانه يبرأبراً تاما بإذن اله تعالى.
ثم قال المؤلف: إن الطباقو ينفع في الجمرة، إذا طلي بعصارته لأنه يزيل	ثم قال المولف : إن الطباقو ينفع في الجمرق إذا طلي بسصارته لأنه يزريل
السمية منها كما ذكر في السهام المسمومة.	السقية منها كما ذكر في السهام المسمومة.
أقول: هذا القول فيه نظر لأن هذا النبات حارٌ يابسٌ لا يوافق الأمراض	اقول: هذا القول فيه نظر لأن هذا النبات حأ ياب لا يوافق الأمراض
الحارة أصلا ًعلى ما ذكره المؤلف، فإن الجمرة بثرةٌ تحدث من مادةٍ حارة سمية	الحارة أصلا على ما ذكره المولف فإن الجمرة بشرة تحدث من مادة حارة ستية
